timestamp_ms,datetime_utc,open,high,low,close,volume,turnover,mark_open,mark_high,mark_low,mark_close,index_open,index_high,index_low,index_close,premium_open,premium_high,premium_low,premium_close,basis,basis_pct
1704067200000,2024-01-01T00:00:00Z,0.56066,0.56643,0.55895,0.56544,926361,520244.4719,0.56066,0.56619,0.55884,0.56544,0.56031,0.56556,0.55827,0.56497,0,0.00053032,0,0.00053032,0.00047000000000008146,0.0008319025788981388
1704067500000,2024-01-01T00:05:00Z,0.56544,0.57389,0.56485,0.57263,1683346,958630.75869,0.56544,0.57368,0.565,0.57263,0.56497,0.57319,0.56464,0.57238,0.00053032,0,0,0,0.00024999999999997247,0.00043677277333235343
1704067800000,2024-01-01T00:10:00Z,0.57263,0.57939,0.57073,0.57091,2330489,1340922.27501,0.57263,0.57939,0.57081,0.57091,0.57238,0.57936,0.57046,0.57056,0,0,0,0,0.0003500000000000725,0.0006134324172743839
1704068100000,2024-01-01T00:15:00Z,0.57091,0.57292,0.56625,0.56626,1474348,840179.04201,0.57091,0.57217,0.56626,0.56626,0.57056,0.57175,0.56582,0.56582,0,0,0,0,0.00043999999999999595,0.0007776324626206142
1704068400000,2024-01-01T00:20:00Z,0.56626,0.57472,0.56614,0.57145,1281080,731778.66536,0.56626,0.57456,0.56619,0.57141,0.56582,0.57408,0.56564,0.57095,0,0,0,0,0.000500000000000056,0.0008757334267449969
1704068700000,2024-01-01T00:25:00Z,0.57145,0.57309,0.5681,0.57171,1288677,735920.4861,0.57141,0.57288,0.56824,0.57171,0.57095,0.57249,0.5677,0.57135,0,0,0,0,0.00036000000000002697,0.0006300866369126227
1704069000000,2024-01-01T00:30:00Z,0.57171,0.57748,0.57065,0.5767,2605445,1498507.65321,0.57171,0.57679,0.57065,0.57629,0.57135,0.57631,0.57015,0.57552,0,0,0,0,0.0011799999999999589,0.002050319710870098
1704069300000,2024-01-01T00:35:00Z,0.5767,0.58349,0.57412,0.58298,1172751,677406.62,0.57629,0.58298,0.57406,0.58298,0.57552,0.58225,0.5732,0.58225,0,0.00059646,0.00037507,0.00059646,0.0007300000000000084,0.0012537569772434665
1704069600000,2024-01-01T00:40:00Z,0.58298,0.58318,0.57235,0.57565,2104735,1211251.34135,0.58298,0.58298,0.57312,0.57565,0.58225,0.5824,0.57243,0.57524,0.00059646,0.00017824,0,0.00017824,0.00041000000000002146,0.0007127459842848576
1704069900000,2024-01-01T00:45:00Z,0.57565,0.57842,0.57364,0.57842,806479,464456.73494,0.57565,0.57821,0.57364,0.57819,0.57524,0.57761,0.57314,0.5775,0.00017824,0.00014984,0,0,0.0009200000000000319,0.0015930735930736483
1704070200000,2024-01-01T00:50:00Z,0.57842,0.58009,0.57584,0.57941,454035,262432.56487,0.57819,0.57986,0.57587,0.57915,0.5775,0.57925,0.57541,0.57858,0,0.00016841,0,0.00016841,0.0008299999999999974,0.0014345466486916198
