timestamp_ms,datetime_utc,open,high,low,close,volume,turnover,mark_open,mark_high,mark_low,mark_close,index_open,index_high,index_low,index_close,premium_open,premium_high,premium_low,premium_close,basis,basis_pct
1775001600000,2026-04-01T00:00:00Z,1.7391,1.7429,1.7354,1.7422,25512.5,44382.59509,1.7392,1.7429,1.7367,1.7422,1.7414,1.7447,1.7391,1.7441,-0.00014048,0,-0.00061139,0,-0.0019000000000000128,-0.0010893870764291111
1775001900000,2026-04-01T00:05:00Z,1.7422,1.7461,1.7394,1.7445,36357.9,63387.55014,1.7422,1.7462,1.7402,1.7445,1.7441,1.7485,1.7424,1.7469,0,-0.00031349,-0.00075031,-0.00075031,-0.0023999999999999577,-0.0013738622703073776
1775002200000,2026-04-01T00:10:00Z,1.7445,1.7532,1.7437,1.7461,55015.7,96195.57069,1.7445,1.752,1.7439,1.7465,1.7469,1.7546,1.7458,1.7492,-0.00075031,-0.00028767,-0.00094427,-0.00094427,-0.0031000000000001027,-0.0017722387377087255
1775002500000,2026-04-01T00:15:00Z,1.7461,1.7508,1.7438,1.7471,23300.5,40710.05545,1.7465,1.7498,1.7445,1.7478,1.7492,1.7519,1.7471,1.7504,-0.00094427,0,-0.00117571,-0.00117571,-0.0032999999999998586,-0.0018852833638024788
1775002800000,2026-04-01T00:20:00Z,1.7471,1.7568,1.747,1.7548,56670.2,99384.13218,1.7478,1.7566,1.7478,1.7557,1.7504,1.759,1.7504,1.7578,-0.00117571,0,-0.00008407,0,-0.0030000000000001137,-0.0017066788030493307
1775003100000,2026-04-01T00:25:00Z,1.7548,1.7663,1.754,1.7663,37154.7,65408.91574,1.7557,1.7666,1.755,1.7666,1.7578,1.7686,1.7572,1.7686,0,-0.00035913,-0.00060667,-0.00060667,-0.0022999999999999687,-0.0013004636435598603
1775003400000,2026-04-01T00:30:00Z,1.7663,1.7682,1.7581,1.7658,32621.5,57537.74842,1.7666,1.7682,1.7596,1.7658,1.7686,1.7701,1.7624,1.767,-0.00060667,-0.0001023,-0.00067707,-0.00067707,-0.0011999999999998678,-0.0006791171477079049
1775003700000,2026-04-01T00:35:00Z,1.7658,1.7658,1.7584,1.7616,17473.4,30781.97723,1.7658,1.7658,1.7593,1.7616,1.767,1.7675,1.7614,1.7642,-0.00067707,-0.00032957,-0.00082952,-0.00032957,-0.0025999999999999357,-0.00147375580999883
1775004000000,2026-04-01T00:40:00Z,1.7616,1.7683,1.7616,1.7652,14742.9,26021.52494,1.7616,1.7688,1.7616,1.7652,1.7642,1.7705,1.7642,1.7676,-0.00032957,-0.00107676,-0.00118244,-0.00118244,-0.0023999999999999577,-0.0013577732518669143
1775004300000,2026-04-01T00:45:00Z,1.7652,1.7822,1.764,1.7819,122280.1,217060.92903,1.7652,1.7822,1.764,1.7822,1.7676,1.7846,1.7664,1.7846,-0.00118244,-0.00023146,-0.00084171,-0.00084171,-0.0026999999999999247,-0.0015129440771040707
1775004600000,2026-04-01T00:50:00Z,1.7819,1.79,1.7787,1.7794,45737.5,81680.53538,1.7822,1.7897,1.7794,1.7794,1.7846,1.792,1.782,1.782,-0.00084171,-0.00034979,-0.00043264,-0.00034979,-0.0025999999999999357,-0.0014590347923680897
1775004900000,2026-04-01T00:55:00Z,1.7794,1.784,1.7747,1.7795,32094.6,57101.76666,1.7794,1.784,1.7749,1.7805,1.782,1.7853,1.7776,1.7831,-0.00034979,-0.00003379,-0.00077811,-0.00003379,-0.0035999999999998256,-0.0020189557512196882
1775005200000,2026-04-01T01:00:00Z,1.7795,1.7917,1.7778,1.7909,24340.1,43405.65221,1.7805,1.7917,1.7781,1.7913,1.7831,1.7932,1.7807,1.7932,-0.00003379,-0.00014764,-0.00016283,-0.00016283,-0.0022999999999999687,-0.0012826232433638014
1775005500000,2026-04-01T01:05:00Z,1.7909,1.7978,1.7845,1.7933,31912.1,57194.89472,1.7913,1.7983,1.7866,1.7938,1.7932,1.8004,1.7889,1.7965,-0.00016283,-0.00049995,-0.00051441,-0.00051441,-0.0032000000000000917,-0.0017812413025327534
1775005800000,2026-04-01T01:10:00Z,1.7933,1.7964,1.7793,1.7822,37161,66376.98711,1.7938,1.7964,1.7802,1.7822,1.7965,1.7989,1.7821,1.7842,-0.00051441,-0.0001542,-0.00026727,-0.00026727,-0.0020000000000000018,-0.001120950566080037
1775006100000,2026-04-01T01:15:00Z,1.7822,1.7837,1.7756,1.7786,24296.6,43249.12208,1.7822,1.7837,1.7764,1.7786,1.7842,1.7854,1.779,1.7804,-0.00026727,-0.00018533,-0.00081661,-0.00081661,-0.0018000000000000238,-0.0010110087620759515
1775006400000,2026-04-01T01:20:00Z,1.7786,1.7827,1.7771,1.7813,12502.4,22253.5463,1.7786,1.7825,1.7778,1.7813,1.7804,1.7845,1.7797,1.7833,-0.00081661,0,-0.00012512,-0.00012512,-0.0020000000000000018,-0.0011215162900241136
1775006700000,2026-04-01T01:25:00Z,1.7813,1.7901,1.7751,1.7764,32715.2,58305.83839,1.7813,1.7905,1.7764,1.7764,1.7833,1.7924,1.7788,1.7788,-0.00012512,-0.00071809,-0.00089928,-0.00071809,-0.0023999999999999577,-0.001349224196087226
1775007000000,2026-04-01T01:30:00Z,1.7764,1.7831,1.7721,1.7731,17331.3,30791.05832,1.7764,1.7831,1.7729,1.7738,1.7788,1.7851,1.7757,1.7768,-0.00071809,-0.00092118,-0.00092627,-0.00092118,-0.0037000000000000366,-0.0020823953174246043
1775007300000,2026-04-01T01:35:00Z,1.7731,1.777,1.7662,1.7719,57987.1,102611.60744,1.7738,1.7768,1.7671,1.7724,1.7768,1.7777,1.7696,1.7748,-0.00092118,-0.00036508,-0.00121167,-0.00121167,-0.0028999999999999027,-0.0016339869281045204
