timestamp_ms,datetime_utc,open,high,low,close,volume,turnover
1669852800000,2022-12-01T00:00:00Z,7.66,7.7,7.66,7.7,905.403,6965.22822
1669853100000,2022-12-01T00:05:00Z,7.7,7.71,7.68,7.7,1193.367,9173.27087
1669853400000,2022-12-01T00:10:00Z,7.7,7.7,7.68,7.69,739.45,5683.61547
1669853700000,2022-12-01T00:15:00Z,7.69,7.71,7.68,7.68,208.651,1605.99428
1669854000000,2022-12-01T00:20:00Z,7.68,7.69,7.66,7.67,3742.72,28692.92141
1669854300000,2022-12-01T00:25:00Z,7.67,7.67,7.65,7.66,1761.775,13494.61645
1669854600000,2022-12-01T00:30:00Z,7.66,7.66,7.64,7.65,416.081,3181.79144
1669854900000,2022-12-01T00:35:00Z,7.65,7.65,7.64,7.65,228.927,1751.04122
1669855200000,2022-12-01T00:40:00Z,7.65,7.65,7.62,7.62,837.415,6393.95892
1669855500000,2022-12-01T00:45:00Z,7.62,7.65,7.62,7.62,150.874,1151.78806
1669855800000,2022-12-01T00:50:00Z,7.62,7.62,7.6,7.61,265.448,2018.95111
1669856100000,2022-12-01T00:55:00Z,7.61,7.65,7.61,7.65,9640.84,73735.63872
1669856400000,2022-12-01T01:00:00Z,7.65,7.65,7.63,7.64,727.021,5551.1302
1669856700000,2022-12-01T01:05:00Z,7.64,7.64,7.58,7.6,3168.471,24077.5063
1669857000000,2022-12-01T01:10:00Z,7.6,7.6,7.57,7.59,754.37,5723.48222
1669857300000,2022-12-01T01:15:00Z,7.59,7.59,7.58,7.58,229.446,1740.98724
1669857600000,2022-12-01T01:20:00Z,7.58,7.59,7.58,7.58,205.877,1561.91161
1669857900000,2022-12-01T01:25:00Z,7.58,7.58,7.55,7.56,4843.945,36618.72875
1669858200000,2022-12-01T01:30:00Z,7.56,7.57,7.53,7.55,1830.646,13822.22296
1669858500000,2022-12-01T01:35:00Z,7.55,7.58,7.55,7.56,717.409,5429.41696
1669858800000,2022-12-01T01:40:00Z,7.56,7.58,7.56,7.58,111.349,842.77393
1669859100000,2022-12-01T01:45:00Z,7.58,7.58,7.58,7.58,963.871,7306.14218
1669859400000,2022-12-01T01:50:00Z,7.58,7.59,7.57,7.59,56.021,424.71254
1669859700000,2022-12-01T01:55:00Z,7.59,7.59,7.57,7.57,542.79,4109.21159
1669860000000,2022-12-01T02:00:00Z,7.57,7.58,7.57,7.57,241.401,1827.5387
1669860300000,2022-12-01T02:05:00Z,7.57,7.58,7.57,7.58,723.495,5482.34461
1669860600000,2022-12-01T02:10:00Z,7.58,7.58,7.58,7.58,326.51,2474.9458
1669860900000,2022-12-01T02:15:00Z,7.58,7.58,7.56,7.57,43.469,329.02175
1669861200000,2022-12-01T02:20:00Z,7.57,7.57,7.54,7.55,1453.08,10975.08177
1669861500000,2022-12-01T02:25:00Z,7.55,7.55,7.52,7.53,292.149,2200.16875
1669861800000,2022-12-01T02:30:00Z,7.53,7.54,7.52,7.54,718.737,5407.95297
1669862100000,2022-12-01T02:35:00Z,7.54,7.56,7.54,7.55,1204.686,9105.3793
1669862400000,2022-12-01T02:40:00Z,7.55,7.56,7.55,7.56,3596.795,27191.7202
1669862700000,2022-12-01T02:45:00Z,7.56,7.59,7.55,7.58,1886.968,14264.77763
1669863000000,2022-12-01T02:50:00Z,7.58,7.59,7.58,7.59,579.543,4397.8152
1669863300000,2022-12-01T02:55:00Z,7.59,7.59,7.58,7.58,103.485,784.4163
1669863600000,2022-12-01T03:00:00Z,7.58,7.59,7.58,7.59,170.714,1294.08252
1669863900000,2022-12-01T03:05:00Z,7.59,7.61,7.59,7.6,1429.101,10866.31108
1669864200000,2022-12-01T03:10:00Z,7.6,7.61,7.6,7.61,1143.791,8704.24951
1669864500000,2022-12-01T03:15:00Z,7.61,7.61,7.6,7.61,136.833,1039.93474
1669864800000,2022-12-01T03:20:00Z,7.61,7.62,7.6,7.6,116.397,886.19368
1669865100000,2022-12-01T03:25:00Z,7.6,7.6,7.59,7.59,214.01,1624.3359
1669865400000,2022-12-01T03:30:00Z,7.59,7.6,7.59,7.59,0.269,2.04282
1669865700000,2022-12-01T03:35:00Z,7.59,7.59,7.59,7.59,0.188,1.42692
1669866000000,2022-12-01T03:40:00Z,7.59,7.59,7.58,7.58,7.203,54.60812
1669866300000,2022-12-01T03:45:00Z,7.58,7.59,7.58,7.58,6.443,48.90126
1669866600000,2022-12-01T03:50:00Z,7.58,7.58,7.57,7.58,5550.077,42019.58229
1669866900000,2022-12-01T03:55:00Z,7.58,7.58,7.58,7.58,31.422,238.17876
1669867200000,2022-12-01T04:00:00Z,7.58,7.58,7.57,7.58,319.944,2422.4064
1669867500000,2022-12-01T04:05:00Z,7.58,7.61,7.58,7.61,1743.568,13266.30877
1669867800000,2022-12-01T04:10:00Z,7.61,7.61,7.61,7.61,27.539,209.57179
1669868100000,2022-12-01T04:15:00Z,7.61,7.61,7.59,7.59,225.111,1708.61214
1669868400000,2022-12-01T04:20:00Z,7.59,7.59,7.58,7.58,336.744,2555.13787
1669868700000,2022-12-01T04:25:00Z,7.58,7.6,7.58,7.6,334.342,2540.9992
1669869000000,2022-12-01T04:30:00Z,7.6,7.61,7.6,7.61,99.907,759.30782
1669869300000,2022-12-01T04:35:00Z,7.61,7.61,7.57,7.57,321.221,2435.81423
1669869600000,2022-12-01T04:40:00Z,7.57,7.58,7.57,7.58,205.09,1554.18373
1669869900000,2022-12-01T04:45:00Z,7.58,7.58,7.57,7.57,92.162,698.07028
1669870200000,2022-12-01T04:50:00Z,7.57,7.57,7.55,7.55,306.472,2315.56477
1669870500000,2022-12-01T04:55:00Z,7.55,7.55,7.53,7.53,171.658,1293.51308
1669870800000,2022-12-01T05:00:00Z,7.53,7.56,7.53,7.56,87.429,660.16115
1669871100000,2022-12-01T05:05:00Z,7.56,7.56,7.56,7.56,28.154,212.84424
1669871400000,2022-12-01T05:10:00Z,7.56,7.57,7.56,7.57,1.634,12.36827
1669871700000,2022-12-01T05:15:00Z,7.57,7.58,7.57,7.58,0.188,1.42504
1669872000000,2022-12-01T05:20:00Z,7.58,7.58,7.57,7.57,0.297,2.24829
1669872300000,2022-12-01T05:25:00Z,7.57,7.57,7.55,7.55,309.342,2339.95599
1669872600000,2022-12-01T05:30:00Z,7.55,7.55,7.52,7.52,240.24,1811.78002
1669872900000,2022-12-01T05:35:00Z,7.52,7.53,7.48,7.49,1837.431,13792.62869
1669873200000,2022-12-01T05:40:00Z,7.49,7.51,7.49,7.49,634.047,4755.18267
