timestamp_ms,datetime_utc,open_interest
1733011200000,2024-12-01T00:00:00Z,121928.45000000
1733014800000,2024-12-01T01:00:00Z,121376.23000000
1733018400000,2024-12-01T02:00:00Z,121464.35000000
1733022000000,2024-12-01T03:00:00Z,123450.52000000
1733025600000,2024-12-01T04:00:00Z,123738.43000000
1733029200000,2024-12-01T05:00:00Z,123914.68000000
1733032800000,2024-12-01T06:00:00Z,123434.11000000
1733036400000,2024-12-01T07:00:00Z,123197.69000000
1733040000000,2024-12-01T08:00:00Z,123121.08000000
1733043600000,2024-12-01T09:00:00Z,122472.91000000
1733047200000,2024-12-01T10:00:00Z,122601.42000000
1733050800000,2024-12-01T11:00:00Z,122262.52000000
1733054400000,2024-12-01T12:00:00Z,124985.57000000
1733058000000,2024-12-01T13:00:00Z,124611.34000000
1733061600000,2024-12-01T14:00:00Z,123636.10000000
1733065200000,2024-12-01T15:00:00Z,124609.28000000
1733068800000,2024-12-01T16:00:00Z,125317.41000000
1733072400000,2024-12-01T17:00:00Z,125446.80000000
1733076000000,2024-12-01T18:00:00Z,125119.74000000
1733079600000,2024-12-01T19:00:00Z,125405.22000000
1733083200000,2024-12-01T20:00:00Z,126288.10000000
1733086800000,2024-12-01T21:00:00Z,123232.71000000
1733090400000,2024-12-01T22:00:00Z,122345.09000000
1733094000000,2024-12-01T23:00:00Z,123145.21000000
1733097600000,2024-12-02T00:00:00Z,124618.68000000
1733101200000,2024-12-02T01:00:00Z,131152.51000000
1733104800000,2024-12-02T02:00:00Z,129807.69000000
1733108400000,2024-12-02T03:00:00Z,127368.35000000
1733112000000,2024-12-02T04:00:00Z,125461.58000000
1733115600000,2024-12-02T05:00:00Z,123685.91000000
1733119200000,2024-12-02T06:00:00Z,122356.59000000
1733122800000,2024-12-02T07:00:00Z,122849.13000000
1733126400000,2024-12-02T08:00:00Z,123364.55000000
1733130000000,2024-12-02T09:00:00Z,121811.71000000
1733133600000,2024-12-02T10:00:00Z,122386.46000000
1733137200000,2024-12-02T11:00:00Z,123491.33000000
1733140800000,2024-12-02T12:00:00Z,125889.45000000
1733144400000,2024-12-02T13:00:00Z,126231.00000000
1733148000000,2024-12-02T14:00:00Z,126828.83000000
1733151600000,2024-12-02T15:00:00Z,128039.03000000
1733155200000,2024-12-02T16:00:00Z,125255.15000000
1733158800000,2024-12-02T17:00:00Z,125076.48000000
1733162400000,2024-12-02T18:00:00Z,121128.11000000
1733166000000,2024-12-02T19:00:00Z,122806.85000000
1733169600000,2024-12-02T20:00:00Z,123655.11000000
1733173200000,2024-12-02T21:00:00Z,133005.79000000
1733176800000,2024-12-02T22:00:00Z,132589.64000000
1733180400000,2024-12-02T23:00:00Z,128666.25000000
1733184000000,2024-12-03T00:00:00Z,131710.94000000
1733187600000,2024-12-03T01:00:00Z,130152.54000000
1733191200000,2024-12-03T02:00:00Z,130185.09000000
1733194800000,2024-12-03T03:00:00Z,128161.92000000
1733198400000,2024-12-03T04:00:00Z,127245.36000000
1733202000000,2024-12-03T05:00:00Z,128897.58000000
1733205600000,2024-12-03T06:00:00Z,127280.13000000
1733209200000,2024-12-03T07:00:00Z,127109.50000000
1733212800000,2024-12-03T08:00:00Z,125227.55000000
1733216400000,2024-12-03T09:00:00Z,125911.31000000
1733220000000,2024-12-03T10:00:00Z,126209.89000000
1733223600000,2024-12-03T11:00:00Z,126575.83000000
1733227200000,2024-12-03T12:00:00Z,131681.18000000
1733230800000,2024-12-03T13:00:00Z,129568.07000000
1733234400000,2024-12-03T14:00:00Z,125660.62000000
1733238000000,2024-12-03T15:00:00Z,127048.87000000
1733241600000,2024-12-03T16:00:00Z,127984.27000000
1733245200000,2024-12-03T17:00:00Z,126061.90000000
1733248800000,2024-12-03T18:00:00Z,126631.28000000
1733252400000,2024-12-03T19:00:00Z,127094.83000000
1733256000000,2024-12-03T20:00:00Z,127327.39000000
1733259600000,2024-12-03T21:00:00Z,126989.94000000
1733263200000,2024-12-03T22:00:00Z,126465.17000000
1733266800000,2024-12-03T23:00:00Z,125355.49000000
1733270400000,2024-12-04T00:00:00Z,145913.49000000
1733274000000,2024-12-04T01:00:00Z,141820.75000000
1733277600000,2024-12-04T02:00:00Z,140581.71000000
1733281200000,2024-12-04T03:00:00Z,140645.41000000
1733284800000,2024-12-04T04:00:00Z,140872.09000000
1733288400000,2024-12-04T05:00:00Z,141480.20000000
1733292000000,2024-12-04T06:00:00Z,141644.54999999
1733295600000,2024-12-04T07:00:00Z,142836.70000000
1733299200000,2024-12-04T08:00:00Z,141268.65000000
1733302800000,2024-12-04T09:00:00Z,142364.34000000
1733306400000,2024-12-04T10:00:00Z,142131.41000000
1733310000000,2024-12-04T11:00:00Z,142064.60000000
1733313600000,2024-12-04T12:00:00Z,144855.90000000
1733317200000,2024-12-04T13:00:00Z,144570.45000000
1733320800000,2024-12-04T14:00:00Z,144673.40000000
1733324400000,2024-12-04T15:00:00Z,145102.50000000
1733328000000,2024-12-04T16:00:00Z,145330.76000000
1733331600000,2024-12-04T17:00:00Z,143422.88000000
1733335200000,2024-12-04T18:00:00Z,144310.44000000
1733338800000,2024-12-04T19:00:00Z,144719.03000000
1733342400000,2024-12-04T20:00:00Z,144328.25000000
1733346000000,2024-12-04T21:00:00Z,147601.17000000
1733349600000,2024-12-04T22:00:00Z,145038.48000000
1733353200000,2024-12-04T23:00:00Z,146951.26999999
1733356800000,2024-12-05T00:00:00Z,150564.76999999
1733360400000,2024-12-05T01:00:00Z,149254.45000000
1733364000000,2024-12-05T02:00:00Z,148135.42000000
1733367600000,2024-12-05T03:00:00Z,151077.29000000
1733371200000,2024-12-05T04:00:00Z,153904.28000000
1733374800000,2024-12-05T05:00:00Z,152863.34000000
1733378400000,2024-12-05T06:00:00Z,152589.40000000
1733382000000,2024-12-05T07:00:00Z,148246.91000000
1733385600000,2024-12-05T08:00:00Z,149537.12000000
1733389200000,2024-12-05T09:00:00Z,148029.65000000
1733392800000,2024-12-05T10:00:00Z,146545.69000000
1733396400000,2024-12-05T11:00:00Z,146084.88000000
1733400000000,2024-12-05T12:00:00Z,148593.60000000
1733403600000,2024-12-05T13:00:00Z,149966.26999999
1733407200000,2024-12-05T14:00:00Z,151560.07999999
1733410800000,2024-12-05T15:00:00Z,150782.49000000
1733414400000,2024-12-05T16:00:00Z,151640.57999999
1733418000000,2024-12-05T17:00:00Z,149141.71000000
1733421600000,2024-12-05T18:00:00Z,148926.67000000
1733425200000,2024-12-05T19:00:00Z,149254.24000000
1733428800000,2024-12-05T20:00:00Z,149087.84000000
1733432400000,2024-12-05T21:00:00Z,147306.10999999
1733436000000,2024-12-05T22:00:00Z,148592.93000000
1733439600000,2024-12-05T23:00:00Z,148979.84000000
1733443200000,2024-12-06T00:00:00Z,147936.22000000
1733446800000,2024-12-06T01:00:00Z,147328.34000000
1733450400000,2024-12-06T02:00:00Z,146959.26000000
1733454000000,2024-12-06T03:00:00Z,148086.62000000
1733457600000,2024-12-06T04:00:00Z,163288.07999999
1733461200000,2024-12-06T05:00:00Z,168889.07999999
1733464800000,2024-12-06T06:00:00Z,170362.13000000
1733468400000,2024-12-06T07:00:00Z,174573.85000000
1733472000000,2024-12-06T08:00:00Z,173608.14000000
1733475600000,2024-12-06T09:00:00Z,173206.68000000
1733479200000,2024-12-06T10:00:00Z,172809.37000000
1733482800000,2024-12-06T11:00:00Z,173353.23000000
1733486400000,2024-12-06T12:00:00Z,173244.01000000
1733490000000,2024-12-06T13:00:00Z,172927.65000000
1733493600000,2024-12-06T14:00:00Z,171257.03000000
1733497200000,2024-12-06T15:00:00Z,173030.40000000
1733500800000,2024-12-06T16:00:00Z,173819.26999999
1733504400000,2024-12-06T17:00:00Z,176264.47000000
1733508000000,2024-12-06T18:00:00Z,179061.32000000
1733511600000,2024-12-06T19:00:00Z,181419.43000000
1733515200000,2024-12-06T20:00:00Z,181398.96000000
1733518800000,2024-12-06T21:00:00Z,180549.38000000
1733522400000,2024-12-06T22:00:00Z,178628.48000000
1733526000000,2024-12-06T23:00:00Z,177557.43000000
1733529600000,2024-12-07T00:00:00Z,177909.48000000
