timestamp_ms,datetime_utc,open,high,low,close,volume,turnover
1648771200000,2022-04-01T00:00:00Z,0.13807,0.13855,0.13756,0.13855,211954.3,29277.114534
1648771500000,2022-04-01T00:05:00Z,0.13855,0.13879,0.13831,0.13873,207240.9,28737.203525
1648771800000,2022-04-01T00:10:00Z,0.13873,0.1389,0.13831,0.1389,51545.9,7152.87472
1648772100000,2022-04-01T00:15:00Z,0.1389,0.1389,0.13842,0.13859,148678.3,20615.415708
1648772400000,2022-04-01T00:20:00Z,0.13859,0.13895,0.1385,0.13895,104071.2,14433.490458
1648772700000,2022-04-01T00:25:00Z,0.13895,0.13902,0.1388,0.13888,149538.7,20777.581116
1648773000000,2022-04-01T00:30:00Z,0.13888,0.13888,0.13796,0.13808,297123.5,41043.887421
1648773300000,2022-04-01T00:35:00Z,0.13808,0.13922,0.13808,0.13922,232348.9,32241.665629
1648773600000,2022-04-01T00:40:00Z,0.13922,0.1394,0.13913,0.1394,123606.4,17213.616059
1648773900000,2022-04-01T00:45:00Z,0.1394,0.1394,0.13907,0.13922,101351.4,14113.993056
1648774200000,2022-04-01T00:50:00Z,0.13922,0.13922,0.13879,0.13879,178109.8,24763.277291
1648774500000,2022-04-01T00:55:00Z,0.13879,0.13894,0.13863,0.13886,145767.9,20230.869337
1648774800000,2022-04-01T01:00:00Z,0.13886,0.13886,0.13838,0.1386,218723.7,30300.339532
1648775100000,2022-04-01T01:05:00Z,0.1386,0.1386,0.13811,0.13843,92433.8,12795.695347
1648775400000,2022-04-01T01:10:00Z,0.13843,0.13862,0.13833,0.13844,85859.7,11889.323302
1648775700000,2022-04-01T01:15:00Z,0.13844,0.13909,0.13844,0.13887,156497.3,21731.327297
1648776000000,2022-04-01T01:20:00Z,0.13887,0.13887,0.13796,0.13808,425220.5,58772.535385
1648776300000,2022-04-01T01:25:00Z,0.13808,0.13821,0.13759,0.13792,239456.5,33013.181742
1648776600000,2022-04-01T01:30:00Z,0.13792,0.1383,0.13776,0.13822,328826.6,45398.665816
1648776900000,2022-04-01T01:35:00Z,0.13822,0.13849,0.13795,0.13849,183980.2,25407.32928
1648777200000,2022-04-01T01:40:00Z,0.13849,0.1386,0.1384,0.1384,53116,7356.622508
1648777500000,2022-04-01T01:45:00Z,0.1384,0.1384,0.13771,0.13788,76275.6,10530.988606
1648777800000,2022-04-01T01:50:00Z,0.13788,0.13788,0.13579,0.13579,748123.3,102189.020447
1648778100000,2022-04-01T01:55:00Z,0.13579,0.13706,0.13579,0.13616,448725.3,61254.821863
1648778400000,2022-04-01T02:00:00Z,0.13616,0.13682,0.13575,0.1367,412496.6,56230.455749
1648778700000,2022-04-01T02:05:00Z,0.1367,0.1369,0.13657,0.13687,189856.4,25969.000574
1648779000000,2022-04-01T02:10:00Z,0.13687,0.13711,0.13686,0.13691,199257.7,27293.107578
1648779300000,2022-04-01T02:15:00Z,0.13691,0.13701,0.13583,0.1362,93853.7,12822.664104
1648779600000,2022-04-01T02:20:00Z,0.1362,0.13632,0.13536,0.13537,210710.5,28637.377776
1648779900000,2022-04-01T02:25:00Z,0.13537,0.13537,0.13331,0.13413,781483.1,104998.030724
1648780200000,2022-04-01T02:30:00Z,0.13413,0.13498,0.13408,0.13498,315759.8,42499.145516
1648780500000,2022-04-01T02:35:00Z,0.13498,0.13499,0.13459,0.13478,120676.1,16268.942909
1648780800000,2022-04-01T02:40:00Z,0.13478,0.1348,0.13416,0.13477,168914.6,22736.07899
1648781100000,2022-04-01T02:45:00Z,0.13477,0.13477,0.13336,0.13354,554059.8,74436.574226
1648781400000,2022-04-01T02:50:00Z,0.13354,0.13401,0.13273,0.13314,586452.4,78123.367638
1648781700000,2022-04-01T02:55:00Z,0.13314,0.13389,0.1322,0.13381,938727.2,124779.496359
1648782000000,2022-04-01T03:00:00Z,0.13381,0.13437,0.13357,0.13389,170657.2,22880.635293
1648782300000,2022-04-01T03:05:00Z,0.13389,0.13415,0.13328,0.13415,97466.7,13025.575882
1648782600000,2022-04-01T03:10:00Z,0.13415,0.13424,0.13371,0.13371,82241,11014.328461
1648782900000,2022-04-01T03:15:00Z,0.13371,0.13419,0.13369,0.13413,102688.8,13768.158313
1648783200000,2022-04-01T03:20:00Z,0.13413,0.13461,0.134,0.13444,185825.6,24919.478959
1648783500000,2022-04-01T03:25:00Z,0.13444,0.13444,0.13393,0.13404,114086,15292.358328
1648783800000,2022-04-01T03:30:00Z,0.13404,0.1347,0.13403,0.13459,143840.3,19344.946326
1648784100000,2022-04-01T03:35:00Z,0.13459,0.13483,0.13449,0.13469,240039.4,32318.291271
1648784400000,2022-04-01T03:40:00Z,0.13469,0.1349,0.13469,0.13471,26448.8,3564.841384
1648784700000,2022-04-01T03:45:00Z,0.13471,0.13472,0.1345,0.13472,82417.7,11097.813922
1648785000000,2022-04-01T03:50:00Z,0.13472,0.13472,0.13434,0.13452,71407.5,9601.892303
1648785300000,2022-04-01T03:55:00Z,0.13452,0.13496,0.13452,0.13492,30126.3,4059.905797
1648785600000,2022-04-01T04:00:00Z,0.13492,0.13528,0.13488,0.13528,189542.7,25609.202547
1648785900000,2022-04-01T04:05:00Z,0.13528,0.13528,0.13482,0.13491,31183.1,4209.451398
1648786200000,2022-04-01T04:10:00Z,0.13491,0.13491,0.13478,0.13479,42754.5,5764.150966
1648786500000,2022-04-01T04:15:00Z,0.13479,0.13501,0.13472,0.13472,27505.3,3706.633376
1648786800000,2022-04-01T04:20:00Z,0.13472,0.13492,0.13469,0.13492,193052.2,26029.18544
1648787100000,2022-04-01T04:25:00Z,0.13492,0.13511,0.13487,0.13511,52448,7078.664995
1648787400000,2022-04-01T04:30:00Z,0.13511,0.13511,0.13478,0.13501,48651.6,6567.27609
