timestamp_ms,datetime_utc,open,high,low,close,volume,turnover,mark_open,mark_high,mark_low,mark_close,index_open,index_high,index_low,index_close,premium_open,premium_high,premium_low,premium_close,basis,basis_pct
1725148800000,2024-09-01T00:00:00Z,0.017315,0.017315,0.017274,0.017292,2159900,37353.4782,0.0173168,0.0173168,0.0172816,0.017292,0.0173211,0.0173211,0.0172902,0.0172996,0,-0.00006471,-0.00034581,-0.00034581,-7.599999999999968e-06,-0.00043931651598880716
1725149100000,2024-09-01T00:05:00Z,0.017292,0.01735,0.017288,0.017344,1765600,30576.5106,0.017292,0.0173522,0.0172917,0.0173521,0.0172996,0.0173589,0.0172996,0.0173589,-0.00034581,-0.00009164,-0.00011646,-0.00011646,-1.4900000000001717e-05,-0.0008583493193694138
1725149400000,2024-09-01T00:10:00Z,0.017344,0.017371,0.017331,0.017347,1072400,18606.4201,0.0173521,0.0173711,0.0173368,0.0173506,0.0173589,0.0173784,0.0173438,0.0173599,-0.00011646,0,-0.0003411,0,-1.2899999999999717e-05,-0.0007430918380866086
1725149700000,2024-09-01T00:15:00Z,0.017347,0.017371,0.01732,0.01732,2729300,47336.451,0.0173506,0.0173726,0.0173273,0.0173273,0.0173599,0.0173828,0.0173402,0.0173402,0,-0.00023701,-0.0006668,-0.00023701,-2.0200000000001467e-05,-0.0011649231266076209
1725150000000,2024-09-01T00:20:00Z,0.01732,0.017324,0.017277,0.017277,946800,16379.1885,0.0173273,0.0173273,0.0172813,0.0172814,0.0173402,0.0173402,0.0172948,0.0172948,-0.00023701,-0.00014737,-0.00040496,-0.00040496,-1.7799999999998373e-05,-0.0010292110923513641
1725150300000,2024-09-01T00:25:00Z,0.017277,0.01728,0.017243,0.017258,1014200,17500.9479,0.0172814,0.0172814,0.017251,0.017258,0.0172948,0.0172948,0.0172637,0.0172668,-0.00040496,-0.00044872,-0.00064333,-0.00064333,-8.79999999999978e-06,-0.0005096485741422719
1725150600000,2024-09-01T00:30:00Z,0.017258,0.017266,0.017236,0.017262,3237700,55840.8865,0.017258,0.017265,0.0172379,0.0172648,0.0172668,0.0172756,0.0172511,0.0172756,-0.00064333,-0.00013609,-0.00080901,-0.00080901,-1.359999999999903e-05,-0.0007872374910277519
1725150900000,2024-09-01T00:35:00Z,0.017262,0.017309,0.017262,0.017304,840200,14529.862,0.0172648,0.0173091,0.0172647,0.0173089,0.0172756,0.0173175,0.0172756,0.0173175,-0.00080901,-0.00063437,-0.00068602,-0.00068602,-1.3499999999999623e-05,-0.0007795582503247942
1725151200000,2024-09-01T00:40:00Z,0.017304,0.017328,0.017275,0.017275,1068800,18495.8414,0.0173089,0.0173293,0.0172808,0.0172808,0.0173175,0.0173388,0.017291,0.0172914,-0.00068602,-0.00006813,-0.00043199,-0.00043199,-1.6399999999999748e-05,-0.000948448361613273
1725151500000,2024-09-01T00:45:00Z,0.017275,0.017301,0.017274,0.017286,1165700,20150.1487,0.0172808,0.0173027,0.0172789,0.017286,0.0172914,0.0173168,0.0172897,0.0172941,-0.00043199,-0.00057401,-0.00074699,-0.00074699,-8.100000000000468e-06,-0.0004683678248651545
1725151800000,2024-09-01T00:50:00Z,0.017286,0.01731,0.017286,0.017296,857300,14825.8862,0.017286,0.01731,0.017286,0.0172964,0.0172941,0.0173192,0.0172941,0.0173091,-0.00074699,-0.00075451,-0.00079091,-0.00079091,-1.3100000000001999e-05,-0.000756827333599205
1725152100000,2024-09-01T00:55:00Z,0.017296,0.017311,0.017281,0.017282,981700,16980.9618,0.0172964,0.017311,0.017282,0.017282,0.0173091,0.0173189,0.0172914,0.0172914,-0.00079091,-0.0003085,-0.00065342,-0.00065342,-9.399999999999686e-06,-0.0005436228414124759
1725152400000,2024-09-01T01:00:00Z,0.017282,0.017295,0.017278,0.017281,474300,8199.2426,0.017282,0.017295,0.017278,0.017281,0.0172914,0.0172998,0.0172843,0.0172916,-0.00065342,-0.00046416,-0.00063902,-0.00063902,-1.0599999999999499e-05,-0.0006130144116217989
1725152700000,2024-09-01T01:05:00Z,0.017281,0.017292,0.017251,0.017257,1062300,18341.3193,0.017281,0.017292,0.017253,0.0172592,0.0172916,0.0172991,0.0172615,0.0172699,-0.00063902,-0.00021663,-0.00069966,-0.00021663,-1.2899999999999717e-05,-0.0007469643715365878
1725153000000,2024-09-01T01:10:00Z,0.017257,0.017262,0.017216,0.017219,1292700,22280.7257,0.0172592,0.017262,0.017219,0.017219,0.0172699,0.0172701,0.0172313,0.0172313,-0.00021663,-0.00051246,-0.00105438,-0.00105438,-1.2299999999999811e-05,-0.0007138172975921614
1725153300000,2024-09-01T01:15:00Z,0.017219,0.01724,0.017206,0.017236,1320900,22748.7503,0.017219,0.01724,0.0172076,0.017236,0.0172313,0.0172496,0.0172207,0.0172451,-0.00105438,0,-0.00065212,0,-9.099999999997999e-06,-0.0005276861253340369
1725153600000,2024-09-01T01:20:00Z,0.017236,0.017283,0.017236,0.017243,641800,11076.5183,0.017236,0.0172848,0.017236,0.0172502,0.0172451,0.0172921,0.0172451,0.0172599,0,-0.00063391,-0.00107096,-0.00107096,-1.6900000000000248e-05,-0.0009791481990046435
1725153900000,2024-09-01T01:25:00Z,0.017243,0.017247,0.017208,0.017224,1281500,22081.8705,0.0172502,0.0172502,0.0172189,0.017224,0.0172599,0.0172599,0.0172346,0.0172346,-0.00107096,-0.00079603,-0.00102089,-0.00079603,-1.0599999999999499e-05,-0.0006150418344492764
1725154200000,2024-09-01T01:30:00Z,0.017224,0.017238,0.017204,0.017209,1195500,20583.832,0.017224,0.017238,0.017204,0.0172143,0.0172346,0.0172423,0.017219,0.0172268,-0.00079603,0,-0.00046515,-0.00046515,-1.7800000000001842e-05,-0.001033273736271498
1725154500000,2024-09-01T01:35:00Z,0.017209,0.017218,0.017165,0.017175,3198300,54987.4203,0.0172143,0.0172189,0.0171734,0.017175,0.0172268,0.0172283,0.0171807,0.0171816,-0.00046515,0,0,0,-6.600000000002437e-06,-0.00038413186199204015
1725154800000,2024-09-01T01:40:00Z,0.017175,0.017185,0.017149,0.017178,2422800,41582.4212,0.017175,0.017185,0.017156,0.017178,0.0171816,0.0171916,0.0171607,0.0171871,0,0,-0.00025554,-0.00025554,-9.100000000001468e-06,-0.0005294668675926403
1725155100000,2024-09-01T01:45:00Z,0.017178,0.017178,0.017136,0.017145,938000,16092.6921,0.017178,0.017178,0.0171383,0.017145,0.0171871,0.0171872,0.0171501,0.0171576,-0.00025554,-0.00012526,-0.00068195,-0.00068195,-1.259999999999803e-05,-0.0007343684431387858
1725155400000,2024-09-01T01:50:00Z,0.017145,0.017152,0.017103,0.017121,1243100,21282.2223,0.017145,0.0171521,0.0171066,0.0171256,0.0171576,0.0171651,0.0171193,0.0171389,-0.00068195,-0.00020032,-0.00049891,-0.00020032,-1.789999999999778e-05,-0.001044407750789011
1725155700000,2024-09-01T01:55:00Z,0.017121,0.017127,0.017081,0.017093,942900,16123.4285,0.0171256,0.017127,0.017084,0.017093,0.0171389,0.0171396,0.0170988,0.0171068,-0.00020032,-0.00039236,-0.00076077,-0.00039236,-1.3799999999997842e-05,-0.0008066967521686021
1725156000000,2024-09-01T02:00:00Z,0.017093,0.0171,0.01703,0.017061,5175300,88344.5026,0.017093,0.017099,0.0170357,0.017061,0.0171068,0.0171072,0.0170493,0.0170736,-0.00039236,-0.00006095,-0.00082122,-0.00006095,-1.2600000000001499e-05,-0.0007379814450380411
1725156300000,2024-09-01T02:05:00Z,0.017061,0.017072,0.016982,0.017021,6900300,117352.6189,0.017061,0.017072,0.016985,0.017021,0.0170736,0.0170811,0.0169916,0.0170284,-0.00006095,-0.00069956,-0.00090194,-0.00090194,-7.399999999997686e-06,-0.0004345681332361048
1725156600000,2024-09-01T02:10:00Z,0.017021,0.017049,0.016988,0.016992,1350200,22981.5184,0.017021,0.017049,0.0169941,0.0169941,0.0170284,0.0170547,0.0170047,0.0170047,-0.00090194,0,-0.00027884,-0.00027884,-1.2700000000000905e-05,-0.0007468523408234726
1725156900000,2024-09-01T02:15:00Z,0.016992,0.017043,0.016988,0.017017,2058400,35036.5879,0.0169941,0.017043,0.0169937,0.017017,0.0170047,0.0170475,0.0170044,0.0170226,-0.00027884,-0.00020783,-0.00032806,-0.00020783,-5.599999999997968e-06,-0.0003289744222385516
1725157200000,2024-09-01T02:20:00Z,0.017017,0.017017,0.016963,0.016963,3754900,63764.2605,0.017017,0.017017,0.016971,0.0169733,0.0170226,0.0170226,0.0169732,0.0169802,-0.00020783,0.00009359,0,0,-1.7200000000001936e-05,-0.001012944488286471
1725157500000,2024-09-01T02:25:00Z,0.016963,0.016984,0.016929,0.016956,2875700,48749.9527,0.0169733,0.016984,0.0169348,0.0169625,0.0169802,0.0169873,0.0169405,0.0169693,0,0,-0.00035499,-0.00035499,-1.3300000000000811e-05,-0.0007837683345807317
1725157800000,2024-09-01T02:30:00Z,0.016956,0.01702,0.016944,0.017,1814300,30811.7401,0.0169625,0.01702,0.016947,0.017,0.0169693,0.0170274,0.0169535,0.0170104,-0.00035499,-0.0000318,-0.00068625,-0.00068625,-1.0399999999997217e-05,-0.0006113906786434898
