timestamp_ms,datetime_utc,open_interest
1756684800000,2025-09-01T00:00:00Z,9621722.60000000
1756688400000,2025-09-01T01:00:00Z,9611591.90000000
1756692000000,2025-09-01T02:00:00Z,9768124.00000000
1756695600000,2025-09-01T03:00:00Z,9754621.40000000
1756699200000,2025-09-01T04:00:00Z,9792792.90000000
1756702800000,2025-09-01T05:00:00Z,9833267.90000000
1756706400000,2025-09-01T06:00:00Z,9773594.30000000
1756710000000,2025-09-01T07:00:00Z,9777100.69999999
1756713600000,2025-09-01T08:00:00Z,9589612.40000000
1756717200000,2025-09-01T09:00:00Z,9599628.00000000
1756720800000,2025-09-01T10:00:00Z,9619108.10000000
1756724400000,2025-09-01T11:00:00Z,9507381.60000000
1756728000000,2025-09-01T12:00:00Z,9543000.50000000
1756731600000,2025-09-01T13:00:00Z,9572171.50000000
1756735200000,2025-09-01T14:00:00Z,9579597.00000000
1756738800000,2025-09-01T15:00:00Z,9543369.69999999
1756742400000,2025-09-01T16:00:00Z,9579768.60000000
1756746000000,2025-09-01T17:00:00Z,9650533.80000000
1756749600000,2025-09-01T18:00:00Z,9699393.80000000
1756753200000,2025-09-01T19:00:00Z,9735491.90000000
1756756800000,2025-09-01T20:00:00Z,9765274.19999999
1756760400000,2025-09-01T21:00:00Z,9610048.50000000
1756764000000,2025-09-01T22:00:00Z,9574170.50000000
1756767600000,2025-09-01T23:00:00Z,9626008.10000000
1756771200000,2025-09-02T00:00:00Z,9558663.90000000
1756774800000,2025-09-02T01:00:00Z,9577920.50000000
1756778400000,2025-09-02T02:00:00Z,9601175.90000000
1756782000000,2025-09-02T03:00:00Z,9622943.69999999
1756785600000,2025-09-02T04:00:00Z,9549905.60000000
1756789200000,2025-09-02T05:00:00Z,9534228.60000000
1756792800000,2025-09-02T06:00:00Z,9515212.60000000
1756796400000,2025-09-02T07:00:00Z,9488267.40000000
1756800000000,2025-09-02T08:00:00Z,9529423.00000000
1756803600000,2025-09-02T09:00:00Z,9505871.40000000
1756807200000,2025-09-02T10:00:00Z,9480285.40000000
1756810800000,2025-09-02T11:00:00Z,9503132.40000000
1756814400000,2025-09-02T12:00:00Z,9555664.90000000
1756818000000,2025-09-02T13:00:00Z,9547972.10000000
1756821600000,2025-09-02T14:00:00Z,9564085.60000000
1756825200000,2025-09-02T15:00:00Z,9644232.19999999
1756828800000,2025-09-02T16:00:00Z,9660222.00000000
1756832400000,2025-09-02T17:00:00Z,9613919.50000000
1756836000000,2025-09-02T18:00:00Z,9593301.60000000
1756839600000,2025-09-02T19:00:00Z,9585665.10000000
1756843200000,2025-09-02T20:00:00Z,9618841.50000000
1756846800000,2025-09-02T21:00:00Z,9633018.00000000
1756850400000,2025-09-02T22:00:00Z,9647249.60000000
1756854000000,2025-09-02T23:00:00Z,9626258.19999999
1756857600000,2025-09-03T00:00:00Z,9619212.19999999
1756861200000,2025-09-03T01:00:00Z,9599069.50000000
1756864800000,2025-09-03T02:00:00Z,9569242.30000000
1756868400000,2025-09-03T03:00:00Z,9599125.60000000
1756872000000,2025-09-03T04:00:00Z,9564247.00000000
1756875600000,2025-09-03T05:00:00Z,9585259.80000000
1756879200000,2025-09-03T06:00:00Z,9590011.69999999
1756882800000,2025-09-03T07:00:00Z,9609341.90000000
1756886400000,2025-09-03T08:00:00Z,9613214.00000000
1756890000000,2025-09-03T09:00:00Z,9627535.80000000
1756893600000,2025-09-03T10:00:00Z,9666711.40000000
1756897200000,2025-09-03T11:00:00Z,9651967.60000000
1756900800000,2025-09-03T12:00:00Z,9651184.50000000
1756904400000,2025-09-03T13:00:00Z,9631569.40000000
1756908000000,2025-09-03T14:00:00Z,9666682.00000000
1756911600000,2025-09-03T15:00:00Z,9630664.60000000
1756915200000,2025-09-03T16:00:00Z,9496461.40000000
