timestamp_ms,datetime_utc,open,high,low,close,volume,turnover,mark_open,mark_high,mark_low,mark_close,index_open,index_high,index_low,index_close,premium_open,premium_high,premium_low,premium_close,basis,basis_pct
1638316800000,2021-12-01T00:00:00Z,120.215,120.435,119.815,120.26,1772.5,212734.139,120.371,120.476,119.663,120.173,120.416,120.474,119.645,120.161,0.0001,0.0001,0.0001,0.0001,0.09900000000000375,0.0008238946080675406
1638317100000,2021-12-01T00:05:00Z,120.26,121.63,120.06,121.615,2099.9,254397.0365,120.173,121.596,120.024,121.51,120.161,121.585,120.012,121.498,0.0001,0.0001,0.0001,0.0001,0.11699999999999022,0.0009629788144660012
1638317400000,2021-12-01T00:10:00Z,121.615,122.85,121.52,122.49,3238.1,395935.2725,121.51,122.819,121.494,122.447,121.498,122.807,121.478,122.426,0.0001,0.00045069,0.0001,0.0001,0.06399999999999295,0.0005227647721888566
1638317700000,2021-12-01T00:15:00Z,122.49,123.275,122.385,123.17,2330.7,286504.6565,122.447,123.195,122.394,123.081,122.426,123.183,122.381,123.069,0.0001,0.00054676,0.00019758,0.00054676,0.10099999999999909,0.0008206778311353719
1638318000000,2021-12-01T00:20:00Z,123.17,123.94,122.6,123.225,2743.3,337957.0335,123.081,123.719,122.544,123.247,123.069,123.759,122.516,123.204,0.00054676,0.0001,0.0001,0.0001,0.021000000000000796,0.00017044901139574037
1638318300000,2021-12-01T00:25:00Z,123.225,123.495,122.65,123.3,743.2,91424.8825,123.247,123.462,122.614,123.142,123.204,123.455,122.59,123.114,0.0001,0.0001,0.0001,0.0001,0.18599999999999284,0.001510794873044437
1638318600000,2021-12-01T00:30:00Z,123.3,123.4,122.7,123.11,849.8,104686.468,123.142,123.439,122.657,123.046,123.114,123.436,122.627,123.035,0.0001,0.0001,0.0001,0.0001,0.07500000000000284,0.0006095826390864619
1638318900000,2021-12-01T00:35:00Z,123.11,123.695,122.985,123.4,2151,265236.1255,123.046,123.634,122.942,123.346,123.035,123.623,122.907,123.348,0.0001,0.00013248,0.0001,0.00013248,0.05200000000000671,0.00042157148879598137
1638319200000,2021-12-01T00:40:00Z,123.4,123.5,123.065,123.105,363.5,44791.6335,123.346,123.54,123.017,123.264,123.348,123.539,123.006,123.253,0.00013248,0.0001,0.0001,0.0001,-0.14799999999999613,-0.0012007821310637155
1638319500000,2021-12-01T00:45:00Z,123.105,123.485,122.945,123.485,565.4,69643.3485,123.264,123.451,122.9,123.444,123.253,123.463,122.889,123.449,0.0001,0.0001,0.0001,0.0001,0.036000000000001364,0.0002916184011211218
1638319800000,2021-12-01T00:50:00Z,123.485,124.05,123.37,123.97,725,89703.699,123.444,124.011,123.328,123.9,123.449,124,123.308,123.95,0.0001,0.0001,0.0001,0.0001,0.01999999999999602,0.00016135538523595014
1638320100000,2021-12-01T00:55:00Z,123.97,123.985,123.6,123.89,678.1,83868.0405,123.9,123.943,123.457,123.818,123.95,123.953,123.445,123.807,0.0001,0.00072231,0.00060206,0.00072231,0.08299999999999841,0.0006703982811957192
1638320400000,2021-12-01T01:00:00Z,123.89,124.05,123.6,123.935,1345.9,166689.24,123.818,123.989,123.541,123.884,123.807,123.979,123.53,123.862,0.00072231,0.0001,0.0001,0.0001,0.0730000000000075,0.0005893655842793391
