timestamp_ms,datetime_utc,open,high,low,close,volume,turnover,mark_open,mark_high,mark_low,mark_close,index_open,index_high,index_low,index_close,premium_open,premium_high,premium_low,premium_close,basis,basis_pct
1767225600000,2026-01-01T00:00:00Z,124.64,124.86,124.58,124.84,18604.4,2320284.192,124.64,124.851,124.588,124.84,124.649,124.844,124.597,124.844,-0.00011232,-0.00000801,-0.00003206,-0.00000801,-0.003999999999990678,-3.203998590233153e-05
1767225900000,2026-01-01T00:05:00Z,124.84,125.02,124.83,124.99,29890,3734598.149,124.84,125.013,124.839,125.001,124.844,125.015,124.844,125.004,-0.00000801,0,-0.00008313,-0.00008313,-0.014000000000010004,-0.00011199641611476435
1767226200000,2026-01-01T00:10:00Z,124.99,125.01,124.86,124.87,9139.7,1142081.842,125.001,125.01,124.865,124.87,125.004,125.018,124.878,124.881,-0.00008313,-0.00010408,-0.0001441,-0.0001441,-0.01099999999999568,-8.808385583071628e-05
1767226500000,2026-01-01T00:15:00Z,124.87,124.97,124.79,124.94,10367.3,1294689.833,124.87,124.96,124.79,124.943,124.881,124.952,124.797,124.945,-0.0001441,0,0,0,-0.0049999999999954525,-4.001760774737247e-05
1767226800000,2026-01-01T00:20:00Z,124.94,125.13,124.93,125,10843.1,1355665.767,124.943,125.13,124.938,125.008,124.945,125.137,124.94,125.018,0,0,-0.00006397,-0.00006397,-0.018000000000000682,-0.00014397926698555953
1767227100000,2026-01-01T00:25:00Z,125,125.16,125,125.13,4782,598247.403,125.008,125.163,125.002,125.145,125.018,125.174,125.007,125.158,-0.00006397,0,-0.00003994,-0.00003994,-0.028000000000005798,-0.00022371722143215613
1767227400000,2026-01-01T00:30:00Z,125.13,125.19,125.05,125.17,5457.7,682999.991,125.145,125.19,125.065,125.17,125.158,125.207,125.08,125.172,-0.00003994,0,-0.00006392,-0.00006392,-0.001999999999995339,-1.5978014252351474e-05
1767227700000,2026-01-01T00:35:00Z,125.17,125.23,125.07,125.08,4759.7,595558.227,125.17,125.23,125.079,125.085,125.172,125.241,125.087,125.103,-0.00006392,-0.00011188,-0.00011875,-0.00011188,-0.022999999999996135,-0.00018384850882869423
1767228000000,2026-01-01T00:40:00Z,125.08,125.1,125.02,125.06,3711.4,464204.955,125.085,125.1,125.025,125.06,125.103,125.114,125.037,125.069,-0.00011188,-0.00007993,-0.00016791,-0.00016791,-0.009000000000000341,-7.196027792658726e-05
1767228300000,2026-01-01T00:45:00Z,125.06,125.24,125.03,125.22,12396.8,1551226.032,125.06,125.231,125.036,125.224,125.069,125.237,125.05,125.23,-0.00016791,0,-0.00003196,-0.00003196,-0.010000000000005116,-7.985307035059583e-05
1767228600000,2026-01-01T00:50:00Z,125.22,125.22,125.09,125.14,5362.1,671137.316,125.224,125.224,125.09,125.14,125.23,125.232,125.114,125.159,-0.00003196,-0.00009585,-0.00021574,-0.00021574,-0.019000000000005457,-0.0001518069016211815
1767228900000,2026-01-01T00:55:00Z,125.14,125.17,125.09,125.12,3318.2,415192.676,125.14,125.17,125.09,125.12,125.159,125.193,125.115,125.146,-0.00021574,-0.00020769,-0.00022366,-0.00020769,-0.02599999999999625,-0.00020775733942751865
