timestamp_ms,datetime_utc,open_interest
1620907200000,2021-05-13T12:00:00Z,404.62000000
1620910800000,2021-05-13T13:00:00Z,508.86000000
1620914400000,2021-05-13T14:00:00Z,678.78000000
1620918000000,2021-05-13T15:00:00Z,646.86000000
1620921600000,2021-05-13T16:00:00Z,579.52000000
1620925200000,2021-05-13T17:00:00Z,781.96000000
1620928800000,2021-05-13T18:00:00Z,880.16000000
1620932400000,2021-05-13T19:00:00Z,774.72000000
1620936000000,2021-05-13T20:00:00Z,729.78000000
1620939600000,2021-05-13T21:00:00Z,851.72000000
1620943200000,2021-05-13T22:00:00Z,953.62000000
1620946800000,2021-05-13T23:00:00Z,954.28000000
1620950400000,2021-05-14T00:00:00Z,942.44000000
1620954000000,2021-05-14T01:00:00Z,843.68000000
1620957600000,2021-05-14T02:00:00Z,1780.96000000
1620961200000,2021-05-14T03:00:00Z,1801.20000000
1620964800000,2021-05-14T04:00:00Z,1840.14000000
1620968400000,2021-05-14T05:00:00Z,1890.50000000
1620972000000,2021-05-14T06:00:00Z,1735.90000000
1620975600000,2021-05-14T07:00:00Z,1756.30000000
1620979200000,2021-05-14T08:00:00Z,1878.96000000
1620982800000,2021-05-14T09:00:00Z,1768.30000000
1620986400000,2021-05-14T10:00:00Z,1800.12000000
1620990000000,2021-05-14T11:00:00Z,2251.48000000
1620993600000,2021-05-14T12:00:00Z,1764.18000000
1620997200000,2021-05-14T13:00:00Z,1674.22000000
1621000800000,2021-05-14T14:00:00Z,1427.10000000
1621004400000,2021-05-14T15:00:00Z,1346.22000000
1621008000000,2021-05-14T16:00:00Z,1475.68000000
1621011600000,2021-05-14T17:00:00Z,2086.42000000
1621015200000,2021-05-14T18:00:00Z,2296.02000000
1621018800000,2021-05-14T19:00:00Z,2280.02000000
1621022400000,2021-05-14T20:00:00Z,2267.02000000
1621026000000,2021-05-14T21:00:00Z,2452.17999999
1621029600000,2021-05-14T22:00:00Z,2411.78000000
1621033200000,2021-05-14T23:00:00Z,2096.73999999
1621036800000,2021-05-15T00:00:00Z,2239.67999999
1621040400000,2021-05-15T01:00:00Z,2208.38000000
1621044000000,2021-05-15T02:00:00Z,2083.32000000
1621047600000,2021-05-15T03:00:00Z,2049.32000000
1621051200000,2021-05-15T04:00:00Z,2047.68000000
1621054800000,2021-05-15T05:00:00Z,1796.30000000
1621058400000,2021-05-15T06:00:00Z,1803.44000000
1621062000000,2021-05-15T07:00:00Z,2119.44000000
1621065600000,2021-05-15T08:00:00Z,2066.50000000
1621069200000,2021-05-15T09:00:00Z,2276.84000000
1621072800000,2021-05-15T10:00:00Z,2276.90000000
1621076400000,2021-05-15T11:00:00Z,2345.96000000
1621080000000,2021-05-15T12:00:00Z,2552.78000000
1621083600000,2021-05-15T13:00:00Z,2359.26000000
1621087200000,2021-05-15T14:00:00Z,2600.19999999
1621090800000,2021-05-15T15:00:00Z,2894.80000000
1621094400000,2021-05-15T16:00:00Z,2842.50000000
1621098000000,2021-05-15T17:00:00Z,3404.82000000
1621101600000,2021-05-15T18:00:00Z,3027.94000000
1621105200000,2021-05-15T19:00:00Z,3250.52000000
1621108800000,2021-05-15T20:00:00Z,3754.20000000
1621112400000,2021-05-15T21:00:00Z,3319.34000000
